Date,S&P Comp,Dividend,Earnings,GS10
1981.11,122.9,6.59,15.33,13.39
1981.12,123.8,6.63,15.36,13.72
1982.01,117.3,6.66,15.18,14.59
1982.02,114.5,6.69,14.99,14.43
1982.03,110.8,6.72,14.81,13.86
1982.04,116.3,6.75,14.6,13.87
1982.05,116.4,6.78,14.38,13.62
1982.06,109.7,6.81,14.17,14.3
1982.07,109.4,6.82,13.97,13.95
1982.08,109.7,6.84,13.76,13.06
1982.09,122.4,6.85,13.56,12.34
1982.1,132.7,6.86,13.25,10.91
1982.11,138.1,6.86,12.95,10.55
1982.12,139.4,6.87,12.64,10.54
1983.01,144.3,6.88,12.57,10.46
1983.02,146.8,6.9,12.49,10.72
1983.03,151.9,6.91,12.42,10.51
1983.04,157.7,6.92,12.48,10.4
1983.05,164.1,6.93,12.53,10.38
1983.06,166.4,6.94,12.59,10.85
1983.07,167,6.96,12.83,11.38
1983.08,162.4,6.98,13.06,11.85
1983.09,167.2,7,13.3,11.65
1983.1,167.7,7.03,13.54,11.54
1983.11,165.2,7.06,13.79,11.69
1983.12,164.4,7.09,14.03,11.83
1984.01,166.4,7.12,14.44,11.67
1984.02,157.3,7.15,14.85,11.84
1984.03,157.4,7.18,15.26,12.32
1984.04,157.6,7.22,15.57,12.63
1984.05,156.6,7.27,15.89,13.41
1984.06,153.1,7.31,16.2,13.56
1984.07,151.1,7.33,16.32,13.36
1984.08,164.4,7.36,16.44,12.72
1984.09,166.1,7.38,16.56,12.52
1984.1,164.8,7.43,16.59,12.16
1984.11,166.3,7.48,16.61,11.57
1984.12,164.5,7.53,16.64,11.5
1985.01,171.6,7.57,16.56,11.38
1985.02,180.9,7.62,16.47,11.51
1985.03,179.4,7.66,16.39,11.86
1985.04,180.6,7.69,16.13,11.43
1985.05,184.9,7.71,15.87,10.85
1985.06,188.9,7.74,15.61,10.16
1985.07,192.5,7.77,15.48,10.31
1985.08,188.3,7.81,15.36,10.33
1985.09,184.1,7.84,15.23,10.37
1985.1,186.2,7.86,15.02,10.24
1985.11,197.5,7.88,14.82,9.78
1985.12,207.3,7.9,14.61,9.26
1986.01,208.2,7.94,14.58,9.19
1986.02,219.4,7.98,14.55,8.7
1986.03,232.3,8.02,14.52,7.78
1986.04,238,8.05,14.58,7.3
1986.05,238.5,8.07,14.65,7.71
1986.06,245.3,8.1,14.71,7.8
1986.07,240.2,8.14,14.76,7.3
1986.08,245,8.19,14.8,7.17
1986.09,238.3,8.23,14.85,7.45
1986.1,237.4,8.25,14.73,7.43
1986.11,245.1,8.26,14.6,7.25
1986.12,248.6,8.28,14.48,7.11
1987.01,264.5,8.3,14.69,7.08
1987.02,280.9,8.32,14.89,7.25
1987.03,292.5,8.34,15.1,7.25
1987.04,289.3,8.4,14.87,8.02
1987.05,289.1,8.46,14.65,8.61
1987.06,301.4,8.52,14.42,8.4
1987.07,310.1,8.57,14.9,8.45
1987.08,329.4,8.61,15.38,8.76
1987.09,318.7,8.66,15.86,9.42
1987.1,280.2,8.71,16.41,9.52
1987.11,245,8.76,16.95,8.86
1987.12,241,8.81,17.5,8.99
1988.01,250.5,8.86,17.86,8.67
1988.02,258.1,8.9,18.23,8.21
1988.03,265.7,8.95,18.59,8.37
1988.04,262.6,9.04,19.62,8.72
1988.05,256.1,9.14,20.64,9.09
1988.06,270.7,9.23,21.67,8.92
1988.07,269.1,9.31,22.02,9.06
1988.08,263.7,9.38,22.38,9.26
1988.09,268,9.46,22.73,8.98
1988.1,277.4,9.55,23.07,8.8
1988.11,271,9.64,23.42,8.96
1988.12,276.5,9.75,23.75,9.11
1989.01,285.4,9.81,24.16,9.09
1989.02,294,9.9,24.56,9.17
1989.03,292.7,10.01,24.96,9.36
1989.04,302.3,10.09,25.05,9.18
1989.05,313.9,10.19,25.13,8.86
1989.06,323.7,10.37,25.22,8.28
1989.07,331.9,10.42,24.71,8.02
1989.08,346.6,10.55,24.2,8.11
1989.09,347.3,10.73,23.69,8.19
1989.1,347.4,10.8,23.43,8.01
1989.11,340.2,10.92,23.16,7.87
1989.12,348.6,11.06,22.87,7.84
1990.01,339.97,11.14,22.49,8.21
1990.02,330.45,11.23,22.08,8.47
1990.03,338.46,11.32,21.67,8.59
1990.04,338.18,11.44,21.53,8.79
1990.05,350.25,11.55,21.4,8.76
1990.06,360.39,11.66,21.26,8.48
1990.07,360.03,11.73,21.42,8.47
1990.08,330.75,11.78,21.58,8.75
1990.09,315.41,11.83,21.74,8.89
1990.1,307.12,11.93,21.61,8.72
1990.11,315.29,12.01,21.47,8.39
1990.12,328.75,12.09,21.34,8.08
1991.01,325.49,12.11,21.18,8.09
1991.02,362.26,12.11,21.03,7.85
1991.03,372.28,12.11,20.94,8.11
1991.04,379.68,12.13,20.36,8.04
1991.05,377.99,12.14,19.86,8.07
1991.06,378.29,12.15,19.41,8.28
1991.07,380.23,12.19,18.84,8.27
1991.08,389.4,12.24,18.33,7.9
1991.09,387.2,12.28,17.82,7.65
1991.1,386.88,12.25,17.2,7.53
1991.11,385.92,12.23,16.59,7.42
1991.12,388.51,12.2,15.97,7.09
1992.01,416.08,12.24,16.05,7.03
1992.02,412.56,12.28,16.12,7.34
1992.03,407.36,12.32,16.19,7.54
1992.04,407.41,12.32,16.48,7.48
1992.05,414.81,12.32,16.77,7.39
1992.06,408.27,12.32,17.05,7.26
1992.07,415.05,12.34,17.38,6.84
1992.08,417.93,12.37,17.71,6.59
1992.09,418.48,12.4,18.04,6.42
1992.1,412.5,12.39,18.39,6.59
1992.11,422.84,12.38,18.74,6.87
1992.12,435.64,12.39,19.09,6.77
1993.01,435.23,12.41,19.34,6.6
1993.02,441.7,12.45,19.59,6.26
1993.03,450.16,12.48,19.84,5.98
1993.04,443.08,12.49,19.67,5.97
1993.05,445.25,12.51,19.5,6.04
1993.06,448.06,12.52,19.33,5.96
1993.07,447.29,12.52,19.69,5.81
1993.08,454.13,12.52,20.05,5.68
1993.09,459.24,12.52,20.41,5.36
1993.1,463.9,12.54,20.9,5.33
1993.11,462.89,12.56,21.39,5.72
1993.12,465.95,12.58,21.89,5.77
1994.01,472.99,12.62,22.16,5.75
1994.02,471.58,12.67,22.43,5.97
1994.03,463.81,12.71,22.71,6.48
1994.04,447.23,12.75,23.54,6.97
1994.05,450.9,12.8,24.37,7.18
1994.06,454.83,12.84,25.2,7.1
1994.07,451.4,12.87,25.91,7.3
1994.08,464.24,12.9,26.62,7.24
1994.09,466.96,12.92,27.33,7.46
1994.1,463.81,13.01,28.42,7.74
1994.11,461.01,13.1,29.51,7.96
1994.12,455.19,13.17,30.6,7.81
1995.01,465.25,13.18,31.25,7.78
1995.02,481.92,13.18,31.9,7.47
1995.03,493.15,13.17,32.55,7.2
1995.04,507.91,13.24,33.18,7.06
1995.05,523.81,13.31,33.8,6.63
1995.06,539.35,13.36,34.43,6.17
1995.07,557.37,13.44,34.68,6.28
1995.08,559.11,13.51,34.93,6.49
1995.09,578.77,13.58,35.18,6.2
1995.1,582.92,13.65,34.77,6.04
1995.11,595.53,13.72,34.37,5.93
1995.12,614.57,13.79,33.96,5.71
1996.01,614.42,13.89,33.99,5.65
1996.02,649.54,14,34.01,5.81
1996.03,647.07,14.1,34.04,6.27
1996.04,647.17,14.16,34.33,6.51
1996.05,661.23,14.21,34.62,6.74
1996.06,668.5,14.27,34.91,6.91
1996.07,644.07,14.4,35.27,6.87
1996.08,662.68,14.53,35.64,6.64
1996.09,674.88,14.66,36,6.83
1996.1,701.46,14.74,36.91,6.53
1996.11,735.67,14.82,37.82,6.2
1996.12,743.25,14.9,38.73,6.3
1997.01,766.22,14.95,39.23,6.58
1997.02,798.39,15.01,39.74,6.42
1997.03,792.16,15.06,40.24,6.69
1997.04,763.93,15.09,40.34,6.89
1997.05,833.09,15.13,40.45,6.71
1997.06,876.29,15.16,40.55,6.49
1997.07,925.29,15.22,40.58,6.22
1997.08,927.24,15.27,40.61,6.3
1997.09,937.02,15.33,40.64,6.21
1997.1,951.16,15.39,40.33,6.03
1997.11,938.92,15.44,40.03,5.88
1997.12,962.37,15.5,39.72,5.81
1998.01,963.36,15.55,39.66,5.54
1998.02,1023.74,15.6,39.6,5.57
1998.03,1076.83,15.64,39.54,5.65
1998.04,1112.2,15.75,39.35,5.64
1998.05,1108.42,15.85,39.16,5.65
1998.06,1108.39,15.95,38.97,5.5
1998.07,1156.58,16.02,38.68,5.46
1998.08,1074.62,16.08,38.38,5.34
1998.09,1020.64,16.14,38.09,4.81
1998.1,1032.47,16.17,37.96,4.53
1998.11,1144.43,16.18,37.84,4.83
1998.12,1190.05,16.2,37.71,4.65
1999.01,1248.77,16.28,37.93,4.72
1999.02,1246.58,16.37,38.16,5
1999.03,1281.66,16.45,38.38,5.23
1999.04,1334.76,16.45,39.26,5.18
1999.05,1332.07,16.45,40.14,5.54
1999.06,1322.55,16.45,41.02,5.9
1999.07,1380.99,16.51,42,5.79
1999.08,1327.49,16.58,42.98,5.94
1999.09,1318.17,16.64,43.96,5.92
1999.1,1300.01,16.66,45.36,6.11
1999.11,1391,16.67,46.77,6.03
1999.12,1428.68,16.69,48.17,6.28
2000.01,1425.59,16.71,49.1,6.66
2000.02,1388.87,16.74,50.02,6.52
2000.03,1442.21,16.76,50.95,6.26
2000.04,1461.36,16.74,51.27,5.99
2000.05,1418.48,16.72,51.6,6.44
2000.06,1461.96,16.7,51.92,6.1
2000.07,1473,16.58,52.51,6.05
2000.08,1485.46,16.47,53.11,5.83
2000.09,1468.05,16.35,53.7,5.8
2000.1,1390.14,16.32,52.47,5.74
2000.11,1378.04,16.3,51.23,5.72
2000.12,1330.93,16.27,50,5.24
2001.01,1335.63,16.17,48.48,5.16
2001.02,1305.75,16.07,46.96,5.1
2001.03,1185.85,15.97,45.44,4.89
2001.04,1189.84,15.88,42.56,5.14
2001.05,1270.37,15.78,39.67,5.39
2001.06,1238.71,15.69,36.79,5.28
2001.07,1204.45,15.71,33.96,5.24
2001.08,1178.5,15.72,31.14,4.97
2001.09,1044.64,15.74,28.31,4.73
2001.1,1076.59,15.74,27.1,4.57
2001.11,1129.68,15.74,25.9,4.65
2001.12,1144.93,15.74,24.69,5.09
2002.01,1140.21,15.74,24.69,5.04
2002.02,1100.67,15.73,24.7,4.91
2002.03,1153.79,15.73,24.7,5.28
2002.04,1111.93,15.83,25.38,5.21
2002.05,1079.25,15.94,26.06,5.16
2002.06,1014.02,16.04,26.74,4.93
2002.07,903.59,15.96,27.84,4.65
2002.08,912.55,15.88,28.94,4.26
2002.09,867.81,15.8,30.04,3.87
2002.1,854.63,15.89,29.22,3.94
2002.11,909.93,15.98,28.41,4.05
2002.12,899.18,16.07,27.59,4.03
2003.01,895.84,16.12,28.5,4.05
2003.02,837.03,16.17,29.41,3.9
2003.03,846.63,16.22,30.32,3.81
2003.04,890.03,16.2,31.73,3.96
2003.05,935.96,16.19,33.14,3.57
2003.06,988,16.17,34.55,3.33
2003.07,992.54,16.31,35.89,3.98
2003.08,989.53,16.45,37.24,4.45
2003.09,1019.44,16.59,38.58,4.27
2003.1,1038.73,16.86,41.97,4.29
2003.11,1049.9,17.12,45.35,4.3
2003.12,1080.64,17.39,48.74,4.27
2004.01,1132.52,17.6,49.83,4.15
2004.02,1143.36,17.81,50.91,4.08
2004.03,1123.98,18.02,52,3.83
2004.04,1133.36,18.21,53.38,4.35
2004.05,1102.78,18.41,54.77,4.72
2004.06,1132.76,18.6,56.15,4.73
2004.07,1105.85,18.79,56.69,4.5
2004.08,1088.94,18.97,57.23,4.28
2004.09,1117.66,19.16,57.77,4.13
2004.1,1117.21,19.25,58.03,4.1
2004.11,1168.94,19.35,58.29,4.19
2004.12,1199.21,19.44,58.55,4.23
2005.01,1181.41,19.7,59.11,4.22
2005.02,1199.63,19.97,59.66,4.17
2005.03,1194.9,20.23,60.22,4.5
2005.04,1164.43,20.46,61.23,4.34
2005.05,1178.28,20.7,62.25,4.14
2005.06,1202.25,20.93,63.26,4
2005.07,1222.24,21.11,64.33,4.18
2005.08,1224.27,21.29,65.4,4.26
2005.09,1225.92,21.47,66.47,4.2
2005.1,1191.96,21.72,67.59,4.46
2005.11,1237.37,21.97,68.71,4.54
2005.12,1262.07,22.22,69.83,4.47
2006.01,1278.73,22.41,70.78,4.42
2006.02,1276.65,22.59,71.72,4.57
2006.03,1293.74,22.78,72.67,4.72
2006.04,1302.17,23,73.28,4.99
2006.05,1290.01,23.22,73.88,5.11
2006.06,1253.17,23.44,74.49,5.11
2006.07,1260.24,23.66,75.85,5.09
2006.08,1287.15,23.88,77.21,4.88
2006.09,1317.74,24.1,78.57,4.72
2006.1,1363.38,24.36,79.55,4.73
2006.11,1388.64,24.62,80.53,4.6
2006.12,1416.42,24.88,81.51,4.56
2007.01,1424.16,25.08,82.06,4.76
2007.02,1444.8,25.29,82.6,4.72
2007.03,1406.95,25.49,83.15,4.56
2007.04,1463.64,25.72,83.74,4.69
2007.05,1511.14,25.94,84.33,4.75
2007.06,1514.19,26.17,84.92,5.1
2007.07,1520.71,26.44,82.81,5
2007.08,1454.62,26.71,80.71,4.67
2007.09,1497.12,26.98,78.6,4.52
2007.1,1539.66,27.23,74.46,4.53
2007.11,1463.39,27.48,70.32,4.15
2007.12,1479.22,27.73,66.18,4.1
2008.01,1378.76,27.92,64.25,3.74
2008.02,1354.87,28.11,62.32,3.74
2008.03,1316.94,28.3,60.39,3.51
2008.04,1370.47,28.44,57.38,3.68
2008.05,1403.22,28.57,54.38,3.88
2008.06,1341.25,28.71,51.37,4.1
2008.07,1257.33,28.76,49.56,4.01
2008.08,1281.47,28.8,47.76,3.89
2008.09,1216.95,28.85,45.95,3.69
2008.1,968.8,28.7,35.59,3.81
2008.11,883.04,28.54,25.24,3.53
2008.12,877.56,28.39,14.88,2.42
2009.01,865.58,28.01,12.21,2.52
2009.02,805.23,27.64,9.53,2.87
2009.03,757.13,27.26,6.86,2.82
2009.04,848.15,26.7,7.08,2.93
2009.05,902.41,26.15,7.29,3.29
2009.06,926.12,25.59,7.51,3.72
2009.07,935.82,25.03,9.19,3.56
2009.08,1009.73,24.46,10.86,3.59
2009.09,1044.55,23.9,12.54,3.4
2009.1,1067.66,23.4,25.35,3.39
2009.11,1088.07,22.91,38.16,3.4
2009.12,1110.38,22.41,50.97,3.59
2010.01,1123.58,22.24,54.29,3.73
2010.02,1089.16,22.07,57.61,3.69
2010.03,1152.05,21.9,60.93,3.73
2010.04,1197.32,21.95,62.99,3.85
2010.05,1125.06,21.99,65.04,3.42
2010.06,1083.36,22.04,67.1,3.2
2010.07,1079.8,22.14,68.69,3.01
2010.08,1087.28,22.25,70.27,2.7
2010.09,1122.08,22.35,71.86,2.65
2010.1,1171.58,22.48,73.69,2.54
2010.11,1198.89,22.6,75.52,2.76
2010.12,1241.53,22.73,77.35,3.29
2011.01,1282.62,22.96,78.67,3.39
2011.02,1321.12,23.2,79.99,3.58
2011.03,1304.49,23.43,81.31,3.41
2011.04,1331.51,23.73,82.16,3.46
2011.05,1338.31,24.04,83.02,3.17
2011.06,1287.29,24.34,83.87,3
2011.07,1325.19,24.62,84.91,3
2011.08,1185.31,24.9,85.94,2.3
2011.09,1173.88,25.18,86.98,1.98
2011.1,1207.22,25.6,86.97,2.15
2011.11,1226.42,26.01,86.96,2.01
2011.12,1243.32,26.43,86.95,1.98
2012.01,1300.58,26.74,87.48,1.97
2012.02,1352.49,27.04,88.01,1.97
2012.03,1389.24,27.35,88.54,2.17
2012.04,1386.43,27.67,88.33,2.05
2012.05,1341.27,28,88.13,1.8
2012.06,1323.48,28.32,87.92,1.62
2012.07,1359.78,28.74,87.45,1.53
2012.08,1403.45,29.17,86.97,1.68
2012.09,1443.42,29.59,86.5,1.72
2012.1,1437.82,30.14,86.5,1.75
2012.11,1394.51,30.7,86.51,1.65
2012.12,1422.29,31.25,86.51,1.72
2013.01,1480.4,31.54,86.91,1.91
2013.02,1512.31,31.82,87.3,1.98
2013.03,1550.83,32.11,87.7,1.96
2013.04,1570.7,32.5,88.78,1.76
2013.05,1639.84,32.88,89.87,1.93
2013.06,1618.77,33.27,90.95,2.3
2013.07,1668.68,33.65,92.09,2.58
2013.08,1670.09,34.02,93.23,2.74
2013.09,1687.17,34.4,94.37,2.81
2013.1,1720.03,34.6,96.31,2.62
2013.11,1783.54,34.79,98.26,2.72
2013.12,1807.78,34.99,100.2,2.9
2014.01,1822.36,35.4,100.42,2.86
2014.02,1817.04,35.82,100.63,2.71
2014.03,1863.52,36.23,100.85,2.72
2014.04,1864.26,36.61,101.61,2.71
2014.05,1889.77,37,102.36,2.56
2014.06,1947.09,37.38,103.12,2.6
2014.07,1973.1,37.75,104.07,2.54
2014.08,1961.53,38.12,105.01,2.42
2014.09,1993.23,38.49,105.96,2.53
2014.1,1937.27,38.81,104.74,2.3
2014.11,2044.57,39.12,103.53,2.33
2014.12,2054.27,39.44,102.31,2.21
2015.01,2028.18,39.9,101.29,1.88
2015.02,2082.2,40.35,100.27,1.98
2015.03,2079.99,40.81,99.25,2.04
2015.04,2094.86,41.12,97.8,1.94
2015.05,2111.94,41.43,96.36,2.2
2015.06,2099.29,41.74,94.91,2.36
2015.07,2094.14,42,93.49,2.32
2015.08,2039.87,42.25,92.08,2.17
2015.09,1944.41,42.51,90.66,2.17
2015.1,2024.81,42.8,89.28,2.07
2015.11,2080.62,43.1,87.91,2.26
2015.12,2054.08,43.39,86.53,2.24
2016.01,1918.6,43.55,86.5,2.09
2016.02,1904.42,43.72,86.47,1.78
2016.03,2021.95,43.88,86.44,1.89
2016.04,2075.54,44.07,86.6,1.81
2016.05,2065.55,44.27,86.76,1.81
2016.06,2083.89,44.46,86.92,1.64
2016.07,2148.9,44.65,87.64,1.5
2016.08,2170.95,44.84,88.37,1.56
2016.09,2157.69,45.03,89.09,1.63
2016.1,2143.02,45.25,90.91,1.76
2016.11,2164.99,45.48,92.73,2.14
2016.12,2246.63,45.7,94.55,2.49
2017.01,2275.12,45.93,96.46,2.43
2017.02,2329.91,46.15,98.38,2.42
2017.03,2366.82,46.38,100.29,2.48
